Nome: CIPO
Codigo Estacao: 83192
Latitude: -11.10138888
Longitude: -38.52416666
Altitude: 143.53
Situacao: Operante
Data Inicial: 1990-01-01
Data Final: 2021-12-31
Periodicidade da Medicao: Mensal

Data Medicao;EVAPORACAO DO PICHE, MENSAL(mm);EVAPOTRANSPIRACAO POTENCIAL, BH MENSAL(mm);EVAPOTRANSPIRACAO REAL, BH MENSAL(mm);INSOLACAO TOTAL, MENSAL(h);PRECIPITACAO TOTAL, MENSAL(mm);PRESSAO ATMOSFERICA, MEDIA MENSAL(mB);TEMPERATURA MAXIMA MEDIA, MENSAL(°C);TEMPERATURA MEDIA COMPENSADA, MENSAL(°C);TEMPERATURA MINIMA MEDIA, MENSAL(°C);UMIDADE RELATIVA DO AR, MEDIA MENSAL(%);VENTO, VELOCIDADE MAXIMA MENSAL(m/s);VENTO, VELOCIDADE MEDIA MENSAL(m/s);
1996-05-31;null;null;null;170,2;19,5;996,788172;30,73871;25,105161;20,56129;75,209677;9;2,451613;null;
1996-06-30;null;null;null;137,9;69,1;999,11;27,946667;22,991333;19,473333;84,508333;7;2,311111;null;
1996-07-31;null;null;null;177,2;24,7;1000,395699;28,7;22,488387;17,919355;79,120968;9;2,784946;null;
1996-08-31;null;null;null;161,3;29,6;1000,077419;28,916129;23,181935;19,277419;75,443548;7;2,870968;null;
1996-09-30;null;null;null;185,3;40,7;998,387778;30,71;24,45;20,183333;72,433333;9;2,888889;null;
1996-10-31;null;null;null;230,5;6,5;995,783871;33,780645;26,449677;21,267742;63,370968;9;3,290323;null;
1996-11-30;null;null;null;175,6;83,7;993,816667;32,94;26,628667;22,333333;65,816667;10;3,333333;null;
1996-12-31;null;null;null;261,2;40,3;994,136559;34,122581;27,174839;21,819355;61,419355;8;2,408602;null;
1997-01-31;null;null;null;207,5;51,1;993,902151;33,948387;27,265161;22,829032;64,66129;8;3,204301;null;
1997-02-28;null;null;null;169;67,8;995,396429;32,1;26,245714;22,367857;72,6875;7;2,119048;null;
1997-03-31;null;null;null;150,6;212,6;994,408602;31,525806;26,143871;22,490323;75,975806;7;2,021505;null;
1997-04-30;null;null;null;174,3;60,8;995,983333;30,88;25,489333;22,063333;74,4;9;2,088889;null;
1997-05-31;null;null;null;130,8;116,4;997,988172;28,470968;23,967742;20,93871;78,395161;7;2,333333;null;
1997-06-30;null;null;null;null;28;997,486667;28,946667;23,398667;19,503333;77,233333;5,1;1,834444;null;
